gameid,date,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason,month,day,year,city,nickname
CHA201706230,06/23/2017,rentr001,Rick Renteria,CHA,M,wolfj901,Jim Wolf,5,Fair/foul call,6,23,2017,Chicago,White Sox
SDN201706230,06/23/2017,ausmb001,Brad Ausmus,DET,M,bakej902,Jordan Baker,8,Balls and strikes,6,23,2017,Detroit,Tigers
ATL201706240,06/24/2017,frann001,Nick Franklin,MIL,P,mealj901,Jerry Meals,1,Arguing time to make challenge,6,24,2017,Milwaukee,Brewers
BOS201706240,06/24/2017,farrj001,John Farrell,BOS,M,millb901,Bill Miller,7,Balk call,6,24,2017,Boston,Red Sox
CHA201706240,06/24/2017,frazt001,Todd Frazier,CHA,P,holbs901,Sam Holbrook,7,Arguing replay ruling,6,24,2017,Chicago,White Sox
CHA201706240,06/24/2017,rentr001,Rick Renteria,CHA,M,wolfj901,Jim Wolf,7,Arguing replay ruling,6,24,2017,Chicago,White Sox
KCA201706250,06/25/2017,moylp001,Peter Moylan,KCA,P,tumpj901,John Tumpane,6,Balls and strikes,6,25,2017,Kansas City,Royals
ARI201706280,06/28/2017,mathj001,Jeff Mathis,ARI,P,reybd901,D.J. Reyburn,4,Called third strike,6,28,2017,Arizona,Diamondbacks
ARI201706280,06/28/2017,lovut001,Torey Lovullo,ARI,M,reybd901,D.J. Reyburn,4,Called third strike,6,28,2017,Arizona,Diamondbacks
CHA201706280,06/28/2017,rentr001,Rick Renteria,CHA,M,wendh902,Hunter Wendelstedt,6,Balls and strikes,6,28,2017,Chicago,White Sox
CHA201706280,06/28/2017,petrj001,Jake Petricka,CHA,P,wendh902,Hunter Wendelstedt,7,Balls and strikes,6,28,2017,Chicago,White Sox
CIN201706290,06/29/2017,pricb801,Bryan Price,CIN,M,culbf901,Fieldin Culbreth,3,Arguing replay ruling,6,29,2017,Cincinnati,Reds
WAS201706290,06/29/2017,baked002,Dusty Baker,WAS,M,rackd901,David Rackley,6,Arguing foul tip,6,29,2017,Washington,Nationals
SDN201706300,06/30/2017,robed001,Dave Roberts,LAN,M,gibsg901,Greg Gibson,1,Confrontation about sign stealing,6,30,2017,Los Angeles,Dodgers
SDN201706300,06/30/2017,greea001,Andy Green,SDN,M,gibsg901,Greg Gibson,1,Confrontation about sign stealing,6,30,2017,San Diego,Padres
MIN201707050,07/05/2017,escoy001,Yunel Escobar,ANA,P,eddid901,Doug Eddings,6,Balls and strikes,7,5,2017,Anaheim,Angels
TOR201707060,07/06/2017,gonzm002,Marwin Gonzalez,HOU,P,libkj901,John Libka,6,Balls and strikes,7,6,2017,Houston,Astros
WAS201707070,07/07/2017,snitb801,Brian Snitker,ATL,M,everm901,Mike Everitt,9,Check swing,7,7,2017,Atlanta,Braves
COL201707080,07/08/2017,blacc001,Charlie Blackmon,COL,P,holbs901,Sam Holbrook,9,Called third strike,7,8,2017,Colorado,Rockies
COL201707080,07/08/2017,blacb001,Buddy Black,COL,M,holbs901,Sam Holbrook,9,Called third strike,7,8,2017,Colorado,Rockies
LAN201707080,07/08/2017,cainl001,Lorenzo Cain,KCA,P,millb901,Bill Miller,7,Called third strike,7,8,2017,Kansas City,Royals
ARI201707090,07/09/2017,suare001,Eugenio Suarez,CIN,P,onorb901,Brian O'Nora,6,Called third strike,7,9,2017,Cincinnati,Reds
PIT201707140,07/14/2017,hurdc001,Clint Hurdle,PIT,M,laynj901,Jerry Layne,6,Arguing time out call,7,14,2017,Pittsburgh,Pirates
CHA201707150,07/15/2017,rentr001,Rick Renteria,CHA,M,hallt901,Tom Hallion,6,Arguing advance on pickoff throw,7,15,2017,Chicago,White Sox
OAK201707170,07/17/2017,beckt001,Tim Beckham,TBA,P,barrl901,Lance Barrett,4,Called third strike,7,17,2017,Tampa Bay,Devil Rays
HOU201707180,07/18/2017,stotm001,Mel Stottlemyre,SEA,C,belld901,Dan Bellino,2,Balls and strikes,7,18,2017,Seattle,Mariners
OAK201707180,07/18/2017,cashk001,Kevin Cash,TBA,M,welkb901,Bill Welke,5,Called third strike,7,18,2017,Tampa Bay,Devil Rays
PIT201707180,07/18/2017,shawt001,Travis Shaw,MIL,P,muchm901,Mike Muchlinski,8,Called third strike,7,18,2017,Milwaukee,Brewers
PIT201707180,07/18/2017,counc001,Craig Counsell,MIL,M,muchm901,Mike Muchlinski,8,Called third strike,7,18,2017,Milwaukee,Brewers
ANA201707220,07/22/2017,farrj001,John Farrell,BOS,M,cuzzp901,Phil Cuzzi,5,Balls and strikes,7,22,2017,Boston,Red Sox
SFN201707240,07/24/2017,bochb002,Bruce Bochy,SFN,M,conrc901,Chris Conroy,2,Balls and strikes,7,24,2017,San Francisco,Giants
SFN201707240,07/24/2017,righd001,Dave Righetti,SFN,C,conrc901,Chris Conroy,9,Balls and strikes,7,24,2017,San Francisco,Giants
CHN201707250,07/25/2017,bryak001,Kris Bryant,CHN,P,barkl901,Lance Barksdale,4,Called third strike,7,25,2017,Chicago,Cubs
DET201707260,07/26/2017,rondb001,Bruce Rondon,DET,P,reybd901,D.J. Reyburn,9,Intentionally hitting batter,7,26,2017,Detroit,Tigers
TEX201707260,07/26/2017,belta001,Adrian Beltre,TEX,P,davig901,Gerry Davis,8,Leaving on-deck circle,7,26,2017,Texas,Rangers
TEX201707260,07/26/2017,banij001,Jeff Banister,TEX,M,davig901,Gerry Davis,8,Ejection of player,7,26,2017,Texas,Rangers
WAS201707260,07/26/2017,harpb003,Bryce Harper,WAS,P,segac901,Chris Segal,8,Balls and strikes,7,26,2017,Washington,Nationals
NYA201707270,07/27/2017,giraj001,Joe Girardi,NYA,M,sches901,Stu Scheurwater,7,Balls and strikes,7,27,2017,New York,Yankees
TOR201707270,07/27/2017,gibbj001,John Gibbons,TOR,M,littw901,Will Little,5,Balls and strikes,7,27,2017,Toronto,Blue Jays
TOR201707270,07/27/2017,strom001,Marcus Stroman,TOR,P,littw901,Will Little,5,Balls and strikes,7,27,2017,Toronto,Blue Jays
TOR201707270,07/27/2017,martr004,Russell Martin,TOR,P,littw901,Will Little,5,Balls and strikes,7,27,2017,Toronto,Blue Jays
CHA201707300,07/30/2017,stevt001,Todd Steverson,CHA,C,barrl901,Lance Barrett,5,Balls and strikes,7,30,2017,Chicago,White Sox
OAK201707300,07/30/2017,sanom001,Miguel Sano,MIN,P,cuzzp901,Phil Cuzzi,11,Called third strike,7,30,2017,Minnesota,Twins
SLN201707300,07/30/2017,polla001,A.J. Pollock,ARI,P,reybd901,D.J. Reyburn,9,Called third strike,7,30,2017,Arizona,Diamondbacks
TEX201707310,07/31/2017,brocd001,Doug Brocail,TEX,C,eddid901,Doug Eddings,7,Arguing balk call,7,31,2017,Texas,Rangers
BAL201708020,08/02/2017,mousm001,Mike Moustakas,KCA,P,tumpj901,John Tumpane,9,Called third strike,8,2,2017,Kansas City,Royals
BAL201708020,08/02/2017,yoste001,Ned Yost,KCA,M,tumpj901,John Tumpane,9,Called third strike,8,2,2017,Kansas City,Royals
KCA201708030,08/03/2017,yoste001,Ned Yost,KCA,M,vanol901,Larry Vanover,4,Arguing home run was foul,8,3,2017,Kansas City,Royals
PIT201708030,08/03/2017,hamib001,Billy Hamilton,CIN,P,ticht901,Todd Tichenor,5,Called third strike,8,3,2017,Cincinnati,Reds
CHN201708050,08/05/2017,wietm001,Matt Wieters,WAS,P,whitc901,Chad Whitson,6,Balls and strikes,8,5,2017,Washington,Nationals
COL201708060,08/06/2017,bowal001,Larry Bowa,PHI,C,torrc901,Carlos Torres,7,Balls and strikes,8,6,2017,Philadelphia,Phillies
HOU201708060,08/06/2017,reddj001,Josh Reddick,HOU,P,drakr901,Rob Drake,9,Called third strike,8,6,2017,Houston,Astros
PIT201708060,08/06/2017,greea001,Andy Green,SDN,M,gibsh902,Tripp Gibson,10,Arguing about pending replay,8,6,2017,San Diego,Padres
ANA201708080,08/08/2017,pujoa001,Albert Pujols,ANA,P,dejer901,Ramon De Jesus,6,Check swing,8,8,2017,Anaheim,Angels
ANA201708080,08/08/2017,sciom001,Mike Scioscia,ANA,M,dejer901,Ramon De Jesus,6,Check swing,8,8,2017,Anaheim,Angels
LAN201708120,08/12/2017,utlec001,Chase Utley,LAN,P,dejer901,Ramon De Jesus,9,Arguing umpire's positioning,8,12,2017,Los Angeles,Dodgers
MIA201708120,08/12/2017,arenn001,Nolan Arenado,COL,P,hobep901,Pat Hoberg,7,Check swing,8,12,2017,Colorado,Rockies
MIL201708120,08/12/2017,mesod001,Devin Mesoraco,CIN,P,vanol901,Larry Vanover,10,Foul tip call,8,12,2017,Cincinnati,Reds
TEX201708120,08/12/2017,buecs001,Steve Buechele,TEX,C,sches901,Stu Scheurwater,4,Check swing,8,12,2017,Texas,Rangers
TEX201708130,08/13/2017,banij001,Jeff Banister,TEX,M,gibsh902,Tripp Gibson,5,Arguing warning,8,13,2017,Texas,Rangers
TEX201708140,08/14/2017,kinsi001,Ian Kinsler,DET,P,herna901,Angel Hernandez,5,Balls and strikes,8,14,2017,Detroit,Tigers
TEX201708140,08/14/2017,ausmb001,Brad Ausmus,DET,M,herna901,Angel Hernandez,5,Balls and strikes,8,14,2017,Detroit,Tigers
BOS201708160,08/16/2017,mathm001,Mike Matheny,SLN,M,segac901,Chris Segal,9,Balls and strikes,8,16,2017,St. Louis,Cardinals
CHN201708160,08/16/2017,maddj801,Joe Maddon,CHN,M,conrc901,Chris Conroy,9,Arguing reversal of hit by pitch call,8,16,2017,Chicago,Cubs
SEA201708160,08/16/2017,servs002,Scott Servais,SEA,M,sches901,Stu Scheurwater,9,Check swing,8,16,2017,Seattle,Mariners
TOR201708160,08/16/2017,gibbj001,John Gibbons,TOR,M,barkl901,Lance Barksdale,7,Balls and strikes,8,16,2017,Toronto,Blue Jays
MIN201708200,08/20/2017,lovut001,Torey Lovullo,ARI,M,tumpj901,John Tumpane,7,Arguing warning,8,20,2017,Arizona,Diamondbacks
TBA201708220,08/22/2017,pillk001,Kevin Pillar,TOR,P,fairc901,Chad Fairchild,3,Balls and strikes,8,22,2017,Toronto,Blue Jays
DET201708240,08/24/2017,kahnt001,Tommy Kahnle,NYA,P,torrc901,Carlos Torres,6,Throwing behind batter,8,24,2017,New York,Yankees
DET201708240,08/24/2017,giraj001,Joe Girardi,NYA,M,torrc901,Carlos Torres,6,Arguing ejection of his pitcher,8,24,2017,New York,Yankees
DET201708240,08/24/2017,cabrm001,Miguel Cabrera,DET,P,torrc901,Carlos Torres,6,Fighting,8,24,2017,Detroit,Tigers
DET201708240,08/24/2017,romia002,Austin Romine,NYA,P,demud901,Dana DeMuth,6,Fighting,8,24,2017,New York,Yankees
DET201708240,08/24/2017,betad001,Dellin Betances,NYA,P,demud901,Dana DeMuth,7,Hitting batter while under warning,8,24,2017,New York,Yankees
DET201708240,08/24/2017,thomr801,Rob Thomson,NYA,C,demud901,Dana DeMuth,7,Hitting batter while under warning,8,24,2017,New York,Yankees
DET201708240,08/24/2017,wilsa001,Alex Wilson,DET,P,torrc901,Carlos Torres,8,Hitting batter while under warning,8,24,2017,Detroit,Tigers
DET201708240,08/24/2017,ausmb001,Brad Ausmus,DET,M,torrc901,Carlos Torres,8,Hitting batter while under warning,8,24,2017,Detroit,Tigers
PIT201708240,08/24/2017,hurdc001,Clint Hurdle,PIT,M,emmep901,Paul Emmel,7,Balls and strikes,8,24,2017,Pittsburgh,Pirates
ANA201708250,08/25/2017,coraa001,Alex Cora,HOU,C,diazl901,Laz Diaz,1,Arguing strike one call from bench,8,25,2017,Houston,Astros
CHA201708260,08/26/2017,ausmb001,Brad Ausmus,DET,M,mahrn901,Nick Mahrley,5,Balls and strikes,8,26,2017,Detroit,Tigers
ARI201708270,08/27/2017,perad001,David Peralta,ARI,P,kulpr901,Ron Kulpa,5,Balls and strikes,8,27,2017,Arizona,Diamondbacks
NYA201708270,08/27/2017,giraj001,Joe Girardi,NYA,M,everm901,Mike Everitt,3,Arguing interference non-call,8,27,2017,New York,Yankees
HOU201708310,08/31/2017,hinca001,A.J. Hinch,HOU,M,westj901,Joe West,1,Arguing interference call,8,31,2017,Houston,Astros
BAL201709010,09/01/2017,jonea003,Adam Jones,BAL,P,hobep901,Pat Hoberg,1,Balls and strikes,9,1,2017,Baltimore,Orioles
MIL201709010,09/01/2017,braur002,Ryan Braun,MIL,P,rippm901,Mark Ripperger,4,Balls and strikes,9,1,2017,Milwaukee,Brewers
MIN201709030,09/03/2017,molip001,Paul Molitor,MIN,M,fostm901,Marty Foster,7,Balls and strikes,9,3,2017,Minnesota,Twins
NYA201709030,09/03/2017,willc001,Carl Willis,BOS,C,holbs901,Sam Holbrook,6,Balls and strikes,9,3,2017,Boston,Red Sox
TEX201709030,09/03/2017,gomec002,Carlos Gomez,TEX,P,estam901,Mike Estabrook,3,Called third strike,9,3,2017,Texas,Rangers
OAK201709040,09/04/2017,bushd801,Darren Bush,OAK,C,bakej902,Jordan Baker,5,Called third strike,9,4,2017,Oakland,Athletics
BOS201709050,09/05/2017,donaj001,Josh Donaldson,TOR,P,hudsm901,Marvin Hudson,18,Balls and strikes,9,5,2017,Toronto,Blue Jays
LAN201709060,09/06/2017,turnj001,Justin Turner,LAN,P,fairc901,Chad Fairchild,6,Balls and strikes,9,6,2017,Los Angeles,Dodgers
OAK201709060,09/06/2017,chapm001,Matt Chapman,OAK,P,everm901,Mike Everitt,4,Argument about sign stealing,9,6,2017,Oakland,Athletics
CHA201709080,09/08/2017,gioll001,Lucas Giolito,CHA,P,morag901,Gabe Morales,6,Balls and strikes,9,8,2017,Chicago,White Sox
CHA201709080,09/08/2017,rentr001,Rick Renteria,CHA,M,coope901,Eric Cooper,6,Balls and strikes,9,8,2017,Chicago,White Sox
SEA201709090,09/09/2017,sciom001,Mike Scioscia,ANA,M,rackd901,David Rackley,4,Balls and strikes,9,9,2017,Anaheim,Angels
NYN201709100,09/10/2017,genns001,Scooter Gennett,CIN,P,lives901,Shane Livensparger,7,Called third strike,9,10,2017,Cincinnati,Reds
NYN201709100,09/10/2017,collt801,Terry Collins,NYN,M,laynj901,Jerry Layne,8,Replay ruling,9,10,2017,New York,Mets
OAK201709100,09/10/2017,marij002,Jake Marisnick,HOU,P,dejer901,Ramon De Jesus,5,Called third strike,9,10,2017,Houston,Astros
TEX201709120,09/12/2017,banij001,Jeff Banister,TEX,M,nelsj901,Jeff Nelson,4,Called third strike,9,12,2017,Texas,Rangers
CLE201709130,09/13/2017,mccaj001,James McCann,DET,P,wolcq901,Quinn Wolcott,3,Balls and strikes,9,13,2017,Detroit,Tigers
CLE201709130,09/13/2017,ausmb001,Brad Ausmus,DET,M,wolcq901,Quinn Wolcott,3,Balls and strikes,9,13,2017,Detroit,Tigers
MIL201709130,09/13/2017,hurdc001,Clint Hurdle,PIT,M,welkb901,Bill Welke,1,Balls and strikes,9,13,2017,Pittsburgh,Pirates
TEX201709130,09/13/2017,canor001,Robinson Cano,SEA,P,carav901,Vic Carapazza,7,Balls and strikes,9,13,2017,Seattle,Mariners
CHN201709150,09/15/2017,lackj001,John Lackey,CHN,P,bakej902,Jordan Baker,5,Balls and strikes,9,15,2017,Chicago,Cubs
CHN201709150,09/15/2017,contw001,Willson Contreras,CHN,P,bakej902,Jordan Baker,5,Balls and strikes,9,15,2017,Chicago,Cubs
MIA201709150,09/15/2017,mattd001,Don Mattingly,MIA,M,addir901,Ryan Additon,9,Disputing batting out of turn,9,15,2017,Miami,Marlins
COL201709160,09/16/2017,diazm004,Miguel Diaz,SDN,P,davig901,Gerry Davis,6,Intentional HBP,9,16,2017,San Diego,Padres
TBA201709160,09/16/2017,morrl001,Logan Morrison,TBA,P,nelsj901,Jeff Nelson,6,Balk call,9,16,2017,Tampa Bay,Devil Rays
HOU201709220,09/22/2017,gonzm002,Marwin Gonzalez,HOU,P,iassd901,Dan Iassogna,7,Called third strike,9,22,2017,Houston,Astros
HOU201709220,09/22/2017,hinca001,A.J. Hinch,HOU,M,iassd901,Dan Iassogna,7,Called third strike,9,22,2017,Houston,Astros
HOU201709240,09/24/2017,hinca001,A.J. Hinch,HOU,M,littw901,Will Little,7,Check swing,9,24,2017,Houston,Astros
BOS201709250,09/25/2017,bautj002,Jose Bautista,TOR,P,fairc901,Chad Fairchild,8,Called third strike,9,25,2017,Toronto,Blue Jays
BOS201710090,10/09/2017,farrj001,John Farrell,BOS,M,wegnm901,Mark Wegner,2,Called third strike,10,9,2017,Boston,Red Sox
LAN201710140,10/14/2017,maddj801,Joe Maddon,CHN,M,wintm901,Mike Winters,7,Call at HP; Home plate slide rule reversal,10,14,2017,Chicago,Cubs
CHN201710180,10/18/2017,maddj801,Joe Maddon,CHN,M,wintm901,Mike Winters,8,Non-reviewable foul tip call,10,18,2017,Chicago,Cubs
ATL201803290,03/29/2018,snitb801,Brian Snitker,ATL,M,bakej902,Jordan Baker,9,Check swing,3,29,2018,Atlanta,Braves
ARI201803300,03/30/2018,martk001,Ketel Marte,ARI,P,coope901,Eric Cooper,6,Called third strike,3,30,2018,Arizona,Diamondbacks
DET201803300,03/30/2018,gardr001,Ron Gardenhire,DET,M,welkb901,Bill Welke,10,Call at HP,3,30,2018,Detroit,Tigers
ATL201803310,03/31/2018,snitb801,Brian Snitker,ATL,M,laynj901,Jerry Layne,3,Opponent stalling,3,31,2018,Atlanta,Braves
TEX201804010,04/01/2018,gonzm002,Marwin Gonzalez,HOU,P,mealj901,Jerry Meals,8,Balls and strikes,4,1,2018,Houston,Astros
MIL201804050,04/05/2018,shawt001,Travis Shaw,MIL,P,onorb901,Brian O'Nora,6,Called third strike,4,5,2018,Milwaukee,Brewers
WAS201804050,04/05/2018,turnt001,Trea Turner,WAS,P,eddid901,Doug Eddings,6,Called third strike,4,5,2018,Washington,Nationals
WAS201804070,04/07/2018,renda001,Anthony Rendon,WAS,P,fostm901,Marty Foster,3,Called third strike,4,7,2018,Washington,Nationals
WAS201804070,04/07/2018,martd002,Dave Martinez,WAS,M,fostm901,Marty Foster,3,Called third strike,4,7,2018,Washington,Nationals
SLN201804080,04/08/2018,lovut001,Torey Lovullo,ARI,M,timmt901,Tim Timmons,2,Called third strike,4,8,2018,Arizona,Diamondbacks
COL201804090,04/09/2018,greea001,Andy Green,SDN,M,gormb901,Brian Gorman,6,Arguing home run replay,4,9,2018,San Diego,Padres
BOS201804110,04/11/2018,kellj001,Joe Kelly,BOS,P,wendh902,Hunter Wendelstedt,7,Fighting,4,11,2018,Boston,Red Sox
BOS201804110,04/11/2018,austt001,Tyler Austin,NYA,P,wendh902,Hunter Wendelstedt,7,Fighting,4,11,2018,New York,Yankees
BOS201804110,04/11/2018,kahnt001,Tommy Kahnle,NYA,P,wendh902,Hunter Wendelstedt,7,Fighting,4,11,2018,New York,Yankees
BOS201804110,04/11/2018,nevip001,Phil Nevin,NYA,C,wendh902,Hunter Wendelstedt,7,Fighting,4,11,2018,New York,Yankees
COL201804110,04/11/2018,ellia001,A.J. Ellis,SDN,P,gormb901,Brian Gorman,3,Fighting,4,11,2018,San Diego,Padres
COL201804110,04/11/2018,perdl002,Luis Perdomo,SDN,P,gormb901,Brian Gorman,3,Fighting,4,11,2018,San Diego,Padres
COL201804110,04/11/2018,marqg001,German Marquez,COL,P,gormb901,Brian Gorman,3,Fighting,4,11,2018,Colorado,Rockies
COL201804110,04/11/2018,parrg001,Gerardo Parra,COL,P,gormb901,Brian Gorman,3,Fighting,4,11,2018,Colorado,Rockies
COL201804110,04/11/2018,arenn001,Nolan Arenado,COL,P,gormb901,Brian Gorman,3,Fighting,4,11,2018,Colorado,Rockies
NYN201804150,04/15/2018,counc001,Craig Counsell,MIL,M,wendh902,Hunter Wendelstedt,5,Called third strike,4,15,2018,Milwaukee,Brewers
ANA201804170,04/17/2018,pujoa001,Albert Pujols,ANA,P,carav901,Vic Carapazza,5,Called third strike,4,17,2018,Anaheim,Angels
COL201804220,04/22/2018,haina801,Andy Haines,CHN,C,blasc901,Cory Blaser,1,Yelling at opposing pitcher after HBP,4,22,2018,Chicago,Cubs
COL201804220,04/22/2018,davic001,Chili Davis,CHN,C,blasc901,Cory Blaser,1,Yelling at opposing pitcher after HBP,4,22,2018,Chicago,Cubs
CHA201804240,04/24/2018,rentr001,Rick Renteria,CHA,M,estam901,Mike Estabrook,6,Called third strike,4,24,2018,Chicago,White Sox
PIT201804260,04/26/2018,hurdc001,Clint Hurdle,PIT,M,wintm901,Mike Winters,8,Running out of baseline,4,26,2018,Pittsburgh,Pirates
ANA201804270,04/27/2018,bardj001,Josh Bard,NYA,C,porta901,Alan Porter,4,Called third strike,4,27,2018,New York,Yankees
SFN201804281,04/28/2018,younc001,Curt Young,SFN,C,gibsh902,Tripp Gibson,3,Balls and strikes,4,28,2018,San Francisco,Giants
MIN201805020,05/02/2018,gibbj001,John Gibbons,TOR,M,belld901,Dan Bellino,3,Balls and strikes,5,2,2018,Toronto,Blue Jays
NYA201805040,05/04/2018,alony001,Yonder Alonso,CLE,P,timmt901,Tim Timmons,8,Balls and strikes,5,4,2018,Cleveland,Indians
ARI201805050,05/05/2018,brada001,Archie Bradley,ARI,P,iassd901,Dan Iassogna,9,Balls and strikes,5,5,2018,Arizona,Diamondbacks
TBA201805050,05/05/2018,gibbj001,John Gibbons,TOR,M,buckc901,CB Bucknor,8,Balls and strikes,5,5,2018,Toronto,Blue Jays
TBA201805060,05/06/2018,gibbj001,John Gibbons,TOR,M,rehaj901,Jeremie Rehak,8,Balk call,5,6,2018,Toronto,Blue Jays
LAN201805110,05/11/2018,kempm001,Matt Kemp,LAN,P,porta901,Alan Porter,6,Called third strike,5,11,2018,Los Angeles,Dodgers
ARI201805120,05/12/2018,souzs001,Steven Souza,ARI,P,eddid901,Doug Eddings,8,Called third strike,5,12,2018,Arizona,Diamondbacks
DET201805122,05/12/2018,gardr001,Ron Gardenhire,DET,M,torrc901,Carlos Torres,5,Balls and strikes,5,12,2018,Detroit,Tigers
MIN201805140,05/14/2018,grosr001,Robbie Grossman,MIN,P,reybd901,D.J. Reyburn,5,Called third strike,5,14,2018,Minnesota,Twins
SEA201805150,05/15/2018,servs002,Scott Servais,SEA,M,nelsj901,Jeff Nelson,9,Arguing Interference non-call,5,15,2018,Seattle,Mariners
CHA201805170,05/17/2018,banij001,Jeff Banister,TEX,M,nauep901,Paul Nauert,8,Balls and strikes,5,17,2018,Texas,Rangers
PIT201805170,05/17/2018,galvf001,Freddy Galvis,SDN,P,littw901,Will Little,8,Called third strike,5,17,2018,San Diego,Padres
SFN201805170,05/17/2018,crawb001,Brandon Crawford,SFN,P,segac901,Chris Segal,12,Called third strike,5,17,2018,San Francisco,Giants
SFN201805170,05/17/2018,bochb002,Bruce Bochy,SFN,M,segac901,Chris Segal,12,Called third strike,5,17,2018,San Francisco,Giants
CIN201805200,05/20/2018,schwk001,Kyle Schwarber,CHN,P,tumpj901,John Tumpane,7,Called third strike,5,20,2018,Chicago,Cubs
CHA201805210,05/21/2018,trumm001,Mark Trumbo,BAL,P,rehaj901,Jeremie Rehak,9,Balls and strikes,5,21,2018,Baltimore,Orioles
MIL201805220,05/22/2018,counc001,Craig Counsell,MIL,M,herna901,Angel Hernandez,9,Balls and strikes,5,22,2018,Milwaukee,Brewers
OAK201805220,05/22/2018,servs002,Scott Servais,SEA,M,knigb901,Brian Knight,9,Called third strike,5,22,2018,Seattle,Mariners
TEX201805220,05/22/2018,boona001,Aaron Boone,NYA,M,hobep901,Pat Hoberg,6,Balls and strikes,5,22,2018,New York,Yankees
CLE201805270,05/27/2018,hinca001,A.J. Hinch,HOU,M,randt901,Tony Randazzo,6,Balls and strikes,5,27,2018,Houston,Astros
DET201805280,05/28/2018,maldm001,Martin Maldonado,ANA,P,rippm901,Mark Ripperger,7,Called third strike,5,28,2018,Anaheim,Angels
DET201805280,05/28/2018,sciom001,Mike Scioscia,ANA,M,rippm901,Mark Ripperger,7,Called third strike,5,28,2018,Anaheim,Angels
PIT201805280,05/28/2018,hurdc001,Clint Hurdle,PIT,M,welkb901,Bill Welke,8,Interference non-call,5,28,2018,Pittsburgh,Pirates
WAS201806050,06/05/2018,smitm007,Mallex Smith,TBA,P,woodt901,Tom Woodring,8,Check swing,6,5,2018,Tampa Bay,Devil Rays
CLE201806060,06/06/2018,counc001,Craig Counsell,MIL,M,wolcq901,Quinn Wolcott,8,Balls and strikes,6,6,2018,Milwaukee,Brewers
TBA201806080,06/08/2018,priec001,Chris Prieto,SEA,C,rackd901,David Rackley,9,Balk non-call,6,8,2018,Seattle,Mariners
NYN201806090,06/09/2018,cabra002,Asdrubal Cabrera,NYN,P,tumpj901,John Tumpane,9,Called third strike,6,9,2018,New York,Mets
TEX201806100,06/10/2018,banij001,Jeff Banister,TEX,M,holbs901,Sam Holbrook,9,Arguing balk call,6,10,2018,Texas,Rangers
MIA201806110,06/11/2018,bumgm001,Madison Bumgarner,SFN,P,rehaj901,Jeremie Rehak,6,Balls and strikes,6,11,2018,San Francisco,Giants
ATL201806120,06/12/2018,callm001,Mickey Callaway,NYN,M,sches901,Stu Scheurwater,6,Balls and strikes,6,12,2018,New York,Mets
BAL201806130,06/13/2018,salec001,Chris Sale,BOS,P,knigb901,Brian Knight,7,Balls and strikes,6,13,2018,Boston,Red Sox
LAN201806130,06/13/2018,kempm001,Matt Kemp,LAN,P,barbs901,Sean Barber,3,Fighting,6,13,2018,Los Angeles,Dodgers
LAN201806130,06/13/2018,chirr001,Robinson Chirinos,TEX,P,barbs901,Sean Barber,3,Fighting,6,13,2018,Texas,Rangers
ATL201806150,06/15/2018,greea001,Andy Green,SDN,M,westj901,Joe West,4,Fair/foul call,6,15,2018,San Diego,Padres
ARI201806170,06/17/2018,vargj001,Jason Vargas,NYN,P,reynj901,Jim Reynolds,4,Balls and strikes,6,17,2018,New York,Mets
KCA201806170,06/17/2018,mousm001,Mike Moustakas,KCA,P,tumpj901,John Tumpane,3,Call at HP,6,17,2018,Kansas City,Royals
KCA201806170,06/17/2018,duffd001,Danny Duffy,KCA,P,tumpj901,John Tumpane,6,Call at HP,6,17,2018,Kansas City,Royals
COL201806180,06/18/2018,blacb001,Buddy Black,COL,M,welkb901,Bill Welke,4,Call at 1B,6,18,2018,Colorado,Rockies
CHN201806191,06/19/2018,kempm001,Matt Kemp,LAN,P,gibsh902,Tripp Gibson,5,Called third strike,6,19,2018,Los Angeles,Dodgers
CHN201806191,06/19/2018,robed001,Dave Roberts,LAN,M,gibsh902,Tripp Gibson,5,Called third strike,6,19,2018,Los Angeles,Dodgers
CHN201806191,06/19/2018,grany001,Yasmani Grandal,LAN,P,gibsh902,Tripp Gibson,9,Called third strike,6,19,2018,Los Angeles,Dodgers
HOU201806190,06/19/2018,gonzm002,Marwin Gonzalez,HOU,P,hobep901,Pat Hoberg,4,Called third strike,6,19,2018,Houston,Astros
SFN201806190,06/19/2018,strad003,Dan Straily,MIA,P,fleta901,Andy Fletcher,2,Hit batter after warning,6,19,2018,Miami,Marlins
SFN201806190,06/19/2018,mattd001,Don Mattingly,MIA,M,fleta901,Andy Fletcher,2,Hit batter after warning,6,19,2018,Miami,Marlins
CLE201806200,06/20/2018,rentr001,Rick Renteria,CHA,M,littw901,Will Little,6,Called third strike,6,20,2018,Chicago,White Sox
KCA201806200,06/20/2018,escoa003,Alcides Escobar,KCA,P,fairc901,Chad Fairchild,8,Called third strike,6,20,2018,Kansas City,Royals
MIL201806220,06/22/2018,phamt001,Tommy Pham,SLN,P,timmt901,Tim Timmons,1,Called third strike,6,22,2018,St. Louis,Cardinals
CIN201806230,06/23/2018,hydeb801,Brandon Hyde,CHN,C,gibsg901,Greg Gibson,4,Timeout request,6,23,2018,Chicago,Cubs
BAL201806250,06/25/2018,odayd001,Darren O'Day,BAL,P,sches901,Stu Scheurwater,9,Balk call,6,25,2018,Baltimore,Orioles
